x,y,z,vx,vy,vz,mass
-7.439734246545295e+00,-3.787179467140682e+01,1.339874503569192e+01,-4.336891150556531e-01,3.140166918909731e-01,1.468675698103905e-01,1.680499769598478e+00
-4.304030316948180e+01,-2.149479389468889e+01,7.939676881271129e-01,2.434171352356442e-02,2.090709124458668e-01,-1.948994694719744e-01,1.960024090930831e+00
-1.152980395685076e+01,-3.484650422691678e+01,1.680094182829533e+01,3.876509144820164e-01,1.107331215252998e-01,-5.100142193291836e-02,1.824099348776089e+00
-9.042642016680530e+00,-3.169713125011296e+01,2.519944693969126e+01,-3.031981481442080e-02,-3.236473848504422e-01,4.816208346024635e-01,1.519306376818244e+00
-4.778801361199547e+01,-8.596137898545496e+00,-8.215500765342236e+00,-4.746592803725672e-02,3.186188897328950e-02,-4.451843890931236e-01,1.518844956773727e+00
-1.549690984048280e+01,2.065296260598264e+01,-2.985629396479217e+01,-8.476786852122097e-02,4.846445326155622e-01,2.092333980255059e-01,1.939573845332290e+00
1.894608535823754e+01,-4.890184564436997e+01,4.002791094755155e+01,-4.254591041068337e-01,-3.352384453836535e-01,6.811736777780927e-02,1.962191810348160e+00
2.723483905135199e+01,-4.858502434612429e+01,2.866258528507955e+01,-3.146285465466419e-01,-2.966188930886292e-01,3.346941919839970e-02,1.655051639142936e+00
-1.212429956421538e+01,1.937835646995738e+00,-3.246754359821441e+01,-9.767175445388770e-02,4.288102560320258e-01,9.665485226787565e-02,1.854862317375309e+00
-3.626234822033971e+00,1.500019995285018e+01,-1.255622058456135e+01,3.065507252731302e-01,-1.468463566594918e-01,7.305200054870828e-02,1.221782856258463e+00
-1.668866877731361e+01,-2.197484087358875e+01,-3.430337525100057e+01,-4.684863797992428e-01,-2.033806739477162e-01,-4.390453634761781e-01,1.106054516092899e+00
-4.125036342825577e+00,1.305338842586107e+01,-4.282082991730765e+01,-2.631244434792025e-01,1.461879502042164e-01,3.545374852043967e-01,1.422247010479796e+00
3.468620852992315e+01,-1.079621245445407e+01,-4.251847841959122e+01,-2.706972211068188e-01,4.030971578063713e-01,-2.483433352510736e-01,1.631631024475969e+00
3.298332094000789e+01,3.483093366458752e+01,-9.904651988729717e-01,-2.074204421906201e-01,-2.180205717737201e-04,3.602006159982655e-01,1.099130282690344e+00
3.498429612974186e+01,-6.459200380345277e+00,-1.792641621800094e+01,-3.092662012002254e-01,2.155380140710165e-01,-1.773015943496881e-02,1.222247419051010e+00
-4.881072781848788e+01,3.994744227964631e+00,-1.727325817745069e+01,-2.646177926561119e-02,-3.277035182453842e-01,-1.034517384009934e-01,1.710413777600235e+00
3.201649668693921e+01,-2.475233272752542e+01,-3.702396180176111e+01,1.680534889606737e-01,1.390926505958499e-01,-2.900405631678036e-01,1.897356268436348e+00
4.093078009580519e+00,-4.028462239319738e+00,2.414209878491877e+00,-1.259027787895681e-01,-1.900723817207218e-01,-4.845193661791775e-01,1.666676779588068e+00
3.113360499617426e+01,3.737705884864994e+01,2.616742642904877e+01,1.626452205454244e-01,-1.910661346395264e-01,-4.132797988116553e-01,1.853379019467802e+00
-4.801618287917149e+01,6.511218742468461e+00,-4.253342777395399e+01,-4.633707808010999e-01,-3.877854807792983e-01,-9.607162579975061e-02,1.510167439705770e+00
-2.194590446931034e+01,2.959922595323484e+01,-2.808863631148338e+01,-3.970045674746194e-01,-4.484376181325768e-01,-1.467579954905444e-01,1.771048921985109e+00
1.879834808933012e+01,5.844961665262959e+00,1.653791147750106e+01,-2.671551601336635e-01,-4.751824573552152e-01,-3.026075180934853e-01,1.606942061617478e+00
-1.688102914921955e+01,-2.912413401089518e+01,-2.309869002343088e+01,-3.555452417651676e-01,-4.114456343370629e-01,-4.605740973925821e-01,1.807099979281007e+00
-1.032921674046970e+01,-3.719025342891668e+01,1.628400526510268e+01,-7.803988947209804e-02,1.951361465855209e-01,2.361054367741625e-01,1.458589329597815e+00
3.032692823688377e+01,-3.555610850686830e+01,4.656501496302779e+01,-4.081383338228171e-01,4.405104466831892e-01,-3.106620139368533e-01,1.194857098718573e+00
4.939001071815136e+01,3.863780538254523e+00,4.672491328052509e+01,1.827278604991182e-01,-3.942185681768468e-01,1.343112101198749e-01,1.915572700517053e+00
-3.697475841705494e+01,3.271494606795734e+01,2.547609769300144e+00,-3.465586450697407e-02,-4.554231917029505e-01,2.961336024183233e-01,1.609798894082102e+00
-3.665626319780598e+01,3.401765615234528e+01,-8.732734839533160e+00,3.061940553427740e-02,4.617056096083117e-01,-4.226221292709539e-01,1.952579516429724e+00
1.564836798939255e+01,3.180184791667070e+01,-9.003189828935030e+00,-3.580757911225870e-02,4.535171183836067e-01,-1.200743851114455e-01,1.556054087149005e+00
3.978885685520738e+01,6.538203739600811e+00,2.530793579330485e+01,3.861003926259886e-01,-3.881564078853864e-01,2.168172065217739e-01,1.568828252874701e+00
-2.838927361128598e+01,-1.520432626161540e+01,-2.052988946214635e+00,-1.517760011101533e-01,-3.171678915439580e-01,-4.930842853757978e-01,1.813568134239674e+00
-2.739856822923126e+01,3.044354056937682e+01,-7.323031313686932e+00,-1.394599087508171e-01,1.386088224320675e-01,3.402659006594509e-01,1.891159496685099e+00
9.788599350613143e+00,4.199550427282897e+01,3.412880912309526e+01,-2.428438131646605e-01,2.311270793758469e-01,-2.450921418520142e-01,1.721348607782903e+00
1.854309150530178e+01,1.318744438172285e+01,-2.273141667348508e+01,7.867176202119358e-02,-2.959029259400598e-01,-4.716861200877149e-01,1.464772154327842e+00
-1.837236769350960e+01,2.410936814666321e+01,-4.662195791910840e+01,3.356569053928374e-02,-4.037404972960139e-01,1.800136068056029e-02,1.881789689362882e+00
-2.208433835467210e+01,2.319673911088347e+00,1.915450716466112e+01,6.500528456867360e-03,-1.720336078673575e-01,-3.812751490445155e-01,1.867040619657860e+00
4.672441110814027e+01,4.627570969783797e+01,2.592195071622161e+01,6.688964573923169e-02,3.766345231448437e-01,1.019391284633217e-01,1.824045832652620e+00
1.056856601966950e+01,3.567637913305653e+01,4.862241131426338e+00,-2.075942003853752e-01,-8.319540733506336e-03,3.227971344445371e-01,1.871077561690974e+00
1.908947158956493e+01,3.520734357769808e+01,-1.654557832191236e+01,-4.882818004411066e-01,9.624210066760121e-02,-1.305498772118898e-01,1.545283890117558e+00
1.972175356336040e+01,3.865751689349144e+01,-7.670210696365584e+00,4.715932150993276e-01,-8.763144155348254e-02,-3.775685978381206e-01,1.478093743081248e+00
2.424040523854784e+01,-2.618422768108321e+01,-1.588322929494296e+01,2.069101652962192e-01,-2.998529955283877e-01,-3.966655222603089e-01,1.273799810686056e+00
-4.213730410605048e+01,2.058948121361983e+01,-4.007219558278927e+01,1.845431299248992e-01,6.212059244876832e-02,1.432400833773172e-01,1.976948929474200e+00
-4.437031623104739e+01,-3.579129993488004e+00,3.448652527617128e+01,2.495785858306299e-01,-1.828517679542559e-01,-3.161237938123840e-01,1.761296785325416e+00
4.144492521548421e+01,5.273410713189107e+00,-1.910827820122767e+01,1.058919361738802e-01,-5.922218765244661e-02,2.336542544920228e-01,1.577485150926507e+00
3.540811841090085e+01,3.520580757020937e+01,-4.454139738993086e+01,9.348132111711881e-02,-4.027580907540435e-01,-9.928674409628205e-02,1.300391486054469e+00
-2.038693814019095e+01,1.140946897703608e-01,7.591166661154436e+00,-1.258295581433783e-01,-2.906786602957878e-01,1.720369405273068e-01,1.058713571195823e+00
2.746943620356171e+01,-1.819098342008136e+01,-4.605006094157523e+01,3.252429839880299e-01,2.813142411572027e-01,3.836889914740675e-01,1.574821569293189e+00
-4.064189992288863e+01,-4.312258875767451e+01,-1.624546550807604e+01,-4.881471944123086e-01,1.208915267112652e-01,1.426990300661893e-01,1.617744741783358e+00
-4.341825043820315e+01,-1.263223265395406e+01,-3.072620198977094e+01,4.148157095201628e-01,-2.675610593054701e-01,-2.491912141694826e-01,1.508297030119364e+00
-1.690484524069378e+01,1.480777393481320e+01,3.075173147728825e+01,1.270697641715788e-01,-3.444302253783219e-01,-1.171201867009857e-01,1.001240205485951e+00
-1.387455551855157e+01,-4.463813087719455e+01,-4.440900600740383e+01,-3.636669534398398e-01,-1.298062230804765e-01,-4.043837221128840e-01,1.961576030571748e+00
-3.509922771134281e+01,4.747739738498633e+01,4.012275940978713e+00,-2.500295092476658e-01,-4.531295337683666e-01,3.725159544864671e-01,1.261823296203196e+00
1.700563062889463e+01,1.913066676076385e+00,3.753160172838042e+01,2.294313314731185e-01,3.915682681282970e-01,-4.252020703142279e-01,1.644247040452551e+00
-3.764559110816727e+01,-1.696219968769698e+01,-3.428436040261038e+01,-4.631194119469600e-02,4.771287571731475e-01,4.612325867832773e-01,1.080757822413350e+00
-3.673255717483303e+01,-1.568973088085409e+01,-4.215824535795724e+01,-2.410353814344491e-03,-1.009708468476276e-01,-3.580481944220378e-01,1.633922692683489e+00
2.734302399158918e+01,-2.652631831492861e+01,9.181768648167346e+00,4.207309483789521e-01,-2.831266478801735e-01,-3.681036773670620e-01,1.170701438640571e+00
-2.319411234914140e+01,-4.953914507194116e+01,-6.935433696220076e+00,4.315058114028240e-01,1.962726088714687e-02,-1.879072271562458e-01,1.660937142400507e+00
-8.845244420851476e+00,-1.109843227528058e+01,-1.952385350827003e+01,3.520273721935877e-02,2.124974186103646e-01,-4.227174698011528e-02,1.988890795963300e+00
1.928494228412617e+01,-7.840842836714236e+00,-4.338349156257600e+01,3.223247075514202e-01,2.630732393312112e-01,-3.483533536237249e-01,1.319914353229066e+00
-3.335843547563608e+01,-2.060898828602765e+01,4.543304040693754e+01,4.313253225125466e-01,3.116653515550762e-02,4.933576906468993e-02,1.852056270396363e+00
2.431577246905310e+01,1.830885355071653e+01,-4.776894665190561e+01,-4.882162944687146e-01,1.856443684777248e-01,-4.471755554520802e-02,1.943289517398593e+00
-2.935636996467592e+01,2.639178763741272e+01,1.083207677551950e+01,1.164671572707175e-01,-3.457340802826838e-01,4.094108421646107e-01,1.151669893950070e+00
3.673272339914210e+01,-1.299999059805654e+01,-3.623372174737401e+01,5.638951408744249e-02,2.860999339377819e-01,-2.897906921146303e-01,1.378714221240354e+00
5.128592847200344e+00,-1.365895018360780e+01,2.001532306730098e+01,2.112755652887935e-01,1.554544063677854e-01,1.524656203363916e-01,1.642600887288619e+00
-3.090324507065449e+01,-2.943682761064907e+01,-5.168693647626879e-01,4.346608286803804e-01,3.830334809779627e-01,1.741486676005519e-02,1.946444534671700e+00
7.141734371254030e+00,4.750980363455499e+01,3.896736587090081e+01,2.739494777036894e-01,2.400725276766144e-01,-6.039289595679631e-03,1.390416634916522e+00
3.969494658806240e+01,-9.392334133800160e+00,4.391300105436353e+00,2.611017863111989e-01,2.705106468769242e-01,1.826472187740186e-01,1.317491300086254e+00
5.266841832442208e+00,3.904036514063499e+01,1.951538622798192e+01,-3.942162468482992e-01,-2.452875198326878e-01,-1.051659046879731e-01,1.817059318449842e+00
4.061347648689268e+01,-4.552092732392931e+01,-3.579662062723058e+00,-4.032121724715798e-01,-2.508988951238609e-01,4.543173634398493e-01,1.031448655776423e+00
-3.658572899505697e+01,-2.882347491754352e+00,4.815694628634785e+01,2.008124346769825e-01,-5.557045972979480e-02,3.676272414842626e-01,1.474761912354623e+00
-3.197095272522814e+01,-1.357624528978547e+01,3.642511980275506e+01,-4.211594847955273e-01,2.649595042758129e-01,-9.273492439092625e-02,1.839942301548990e+00
3.139095844061564e+00,-4.052600178072975e+01,-3.390300076051662e+01,-4.079192685578161e-01,4.827688206735767e-01,3.536391225533143e-01,1.197864484599728e+00
-2.660422173005183e+01,-2.535690528379173e+01,-4.853303568619914e+01,-3.523518129952478e-01,-2.042270664342439e-01,-2.541599110162078e-02,1.244436014557460e+00
4.664412457572261e+00,-6.709229223989719e+00,-2.265775505923597e+01,1.770086240377379e-01,4.006336014324626e-01,-2.462221391634875e-01,1.377821058676495e+00
-1.546412066693684e+01,-3.787649670862066e+01,3.547605862091195e+01,2.956520885511944e-02,-1.700694549048475e-02,2.177615177645263e-01,1.608405724451135e+00
-2.492132146907922e+01,-3.778240180815721e+01,-5.059415819381138e+00,2.834227093630808e-01,-2.850611124138142e-01,1.057816271748593e-01,1.875503440795235e+00
-3.029404022951869e+01,-3.850031112947232e+00,-4.307491573201436e+01,-6.481099150574025e-02,2.078939670309801e-01,-4.117082714665568e-01,1.582837195872719e+00
-4.958476905100127e+01,6.779350832167912e+00,3.233047892373148e+01,4.854093908337481e-02,4.917771088563759e-01,-3.968421193242910e-01,1.225549562473572e+00
3.897854484449109e+01,-1.432808495444276e+01,1.029301570670341e+01,-2.625261493769319e-01,-2.165915561198282e-02,-4.404640832129172e-02,1.767039059552848e+00
4.584267633745826e+01,-3.282974738873425e+01,-1.213172883662378e+01,-2.907135435282243e-01,-2.012582973564101e-01,3.237928095497644e-01,1.992709166366937e+00
1.579447306733043e+00,-6.653561190297856e+00,3.726284120170044e+01,2.113882977172561e-01,3.889951854627078e-01,4.415805320082947e-01,1.146577306160041e+00
9.789471299514549e+00,-4.692002599560794e+01,2.299813791525022e+01,1.005560525541522e-01,9.274799741078554e-02,5.668771195171147e-02,1.149096991004933e+00
8.429446396846796e+00,1.550134065745922e+01,-1.205732743047573e+01,-2.306418471935275e-02,-4.832186652548054e-01,4.780171751205191e-01,1.714409666002919e+00
-5.313260071131107e-01,-6.495237443127539e+00,-1.498233935325026e+00,-4.354392250343613e-02,1.076858758974806e-01,3.568935091024399e-01,1.665742534057117e+00
4.056286601721084e+01,1.767889257062075e+01,1.587183430248199e+01,-7.989183196479820e-02,-3.897392460767458e-01,2.666430663082462e-02,1.131496465826173e+00
5.002173907700647e+01,-3.177399073110755e+00,-2.268513452780475e+01,9.614509173845867e-02,-1.882901181776716e-03,-4.925117264060040e-01,1.196701143959864e+00
-4.073810023262298e+01,6.141620133368947e+00,-1.519974176756774e+01,1.753902020230920e-01,-2.759784216921050e-01,2.204446893981706e-01,1.152326016757789e+00
-2.568378359923408e+01,1.947861903065109e+01,3.652175273091316e+01,2.359250922929193e-01,-3.675673696839480e-01,-1.518155917632901e-01,1.192381169270901e+00
2.415839675562146e+01,-2.910644406990682e+01,3.582894578261534e+01,1.465460846750908e-01,3.857642356281982e-01,1.657540320883568e-02,1.066654252850755e+00
5.009777988096985e+01,-4.566454450419260e+01,-3.020870364163599e+01,4.952809288051265e-01,1.148454826379853e-02,-2.377550932004374e-02,1.591426020297886e+00
-4.943936860040458e+01,-2.080834829055474e+00,2.844664177200570e+01,-3.995332576563569e-01,-4.521112507030687e-01,-3.660747003586744e-01,1.775856944162332e+00
-2.279625395092277e+01,3.548983075886004e+01,4.311321478268122e+01,1.271324119540719e-02,5.283185255387253e-02,2.949186440600359e-01,1.248638333402871e+00
1.845183133097331e+01,-3.584151383130538e+01,-6.098906526638256e+00,-7.461701037315738e-02,-1.518190310242177e-01,-2.008567940369214e-01,1.071929073926028e+00
-2.687550940100556e+01,3.193081929458445e+01,-3.630493327683313e+01,-2.700298063828150e-01,3.589583191671551e-01,-1.632659544771987e-01,1.225251122017042e+00
-1.307566878785025e+01,3.109252491153075e+01,3.177251858506389e+01,-1.199554864377759e-01,-2.033287001762962e-01,1.048043069724538e-01,1.480511256251722e+00
-1.542752465880489e+01,2.396606026795229e+01,-2.467862884426658e+01,1.164703777386663e-01,9.309959527212172e-02,-3.154488390805806e-01,1.129183618411973e+00
-3.507565932325959e+01,4.756955335799069e+01,-1.189896336356281e+01,3.311959309241516e-01,-3.774271435649863e-01,3.188414549511625e-01,1.256578920062901e+00
-2.719918374542551e+00,-3.776783068066443e+01,-1.718210923329259e+01,2.046990300042118e-01,4.337032703442166e-01,-3.290867873525450e-02,1.934669223583615e+00
2.892926340335069e+01,3.049932061784931e+01,-3.353136795152331e+01,-3.368955440512670e-01,1.167839027477247e-01,4.765974884399856e-01,1.543148970018676e+00
4.110353556578450e+01,7.960310896615063e+00,-4.785394899362993e+01,-2.419847477772832e-01,-1.798685987390094e-01,-2.199715739617937e-01,1.874485630017932e+00
4.088226209735803e+01,-3.597991899626267e+00,-4.975158400327779e+01,-4.408375565194355e-01,-5.595060835061502e-02,-1.185087996501586e-01,1.890358374868687e+00
6.199600939022948e+00,-3.014841721139912e+01,-3.533082526445889e+01,-4.626239258840362e-01,-1.816826846953592e-01,-2.455471102529866e-02,1.742075104146299e+00
-2.525325927870542e+01,4.450002303900084e+01,1.801109744630757e+01,-4.553178254964527e-01,2.463619771899202e-01,3.366646733022686e-01,1.207786630470206e+00
-1.390881095379045e+01,3.122088008032666e+01,2.536815587516513e+01,-2.233989176726549e-01,-1.053360443113792e-01,2.745958262606426e-01,1.534616334612768e+00
2.160756204793058e+01,-4.451837095613775e+01,-9.177032370891242e+00,1.280263529933076e-01,1.920383923945694e-02,-8.722878738540238e-02,1.687188796553383e+00
4.635519855600484e+01,2.992083635151840e+01,7.979201561514911e+00,2.987547891501400e-02,4.945950675213808e-01,2.244844658589314e-01,1.567251553091803e+00
-1.864382879906770e+01,-3.036455820119269e+01,-1.858126329119857e+01,6.493296783005473e-02,-3.575336354507340e-01,4.860709850141520e-01,1.609615142275400e+00
3.863480840113904e+01,3.240956360188179e+01,3.180851469433694e+01,-2.480257786339908e-01,1.359978185647846e-01,6.833737318646281e-02,1.528575303744793e+00
-4.668836548090010e+01,-1.580912259560299e+01,-4.370854256168043e+01,2.454571309305971e-01,-1.024425484022937e-01,-2.770639739535813e-02,1.373483483387848e+00
4.205614359189068e+01,3.868580873922081e+01,-4.379455260150330e+01,3.800145209891355e-01,1.793272274399249e-01,1.382194509788389e-01,1.409889999967949e+00
1.787906413728000e+01,-1.366697469733153e+01,4.750062351575078e+01,4.868346773708587e-01,6.263367067917290e-02,-2.135317902798699e-01,1.551767644729357e+00
2.060393193926427e+01,-2.315080571483627e+01,-3.338293673927802e+01,9.392837692784840e-02,-4.047251482837931e-01,4.787845602762713e-01,1.845902598391242e+00
2.338920147569848e+01,5.102248431005364e+00,-1.261454024589517e+01,2.619344441507610e-01,3.900551325294912e-01,-6.233045949158993e-02,1.507391574563175e+00
-2.153436776390658e+01,4.129134225970884e+01,3.852905313295562e+01,-2.956261261102079e-01,2.950279580461865e-01,4.415473378157131e-01,1.084388394879358e+00
-2.916204004307419e+00,8.419149537028417e+00,-6.007405678224508e-01,-3.517225202918025e-01,4.424707045699207e-01,-2.858005254710073e-02,1.135112156688754e+00
2.206418941397838e-01,2.531924312549944e+01,1.903624273021308e+01,-2.897955899936490e-01,-4.695726484580821e-01,3.482625883806259e-01,1.804132787419545e+00
-3.707280474830860e+01,3.257888389845301e+01,1.452805182151479e+01,3.569748741679457e-01,-1.258309188979002e-01,-4.754867130106011e-01,1.618909318288280e+00
-2.352574188214804e+01,-3.909571278567002e+00,-3.786273481104427e+01,5.183679733458061e-02,-1.278540294774847e-01,-4.928240495851886e-01,1.756210671158605e+00
-3.314107806726219e+01,4.490081889893559e+01,3.389478406418287e+01,1.415291134463270e-01,2.849007596975552e-02,-1.651225396490831e-01,1.789806593111626e+00
-2.427856818272635e+00,3.069392639823982e+01,4.260367353120843e+01,4.760651551096549e-01,6.418556554676609e-02,1.117985511231887e-01,1.186269565106495e+00
9.681606841826705e+00,-4.206777795077838e+00,4.918067298995044e+01,2.203151209913789e-01,-2.128917126438651e-01,1.404377372886701e-01,1.577289995074873e+00
1.655323843240528e+01,1.612223634058477e+01,-3.055756850493411e+01,4.255015816961885e-01,-3.728661480927681e-01,-1.774997946504643e-01,1.477338378539932e+00
9.443599618716224e-02,-1.725398499459229e+01,-2.707094691484340e+01,1.664537506488367e-01,-2.216005565893970e-01,-4.258518846658326e-01,1.307982864001758e+00
3.046680224637243e+01,-9.382119400373115e+00,-4.069834612875133e+01,-2.221497007566113e-01,-2.846770159862265e-01,-4.772917934949825e-01,1.253915454379243e+00
2.782497642806681e+01,1.304524366302605e+01,-6.050910679873863e+00,-1.258785337007438e-01,-4.054321036430226e-01,-6.941262844193886e-02,1.094436587344127e+00
-1.228942807566377e+01,-4.266151301797643e+01,1.754058413720470e+01,-4.570464482061766e-01,2.359761334812390e-01,3.679258952931022e-01,1.968455133944962e+00
3.617338838455578e+01,-3.093728773034322e+01,-5.241306236350725e+00,-1.376101923220899e-01,2.010225626972878e-02,1.793425617336851e-01,1.028843558406850e+00
2.995556117938586e+01,2.501158399855244e+01,-1.638274188006342e+01,1.053912190182686e-01,-3.374837468932035e-01,-6.538412090522626e-02,1.883241518346240e+00
-1.255872849749130e+01,-4.675760606853145e+00,-3.620696078223153e+01,-3.426522136639175e-01,-4.081691572981584e-01,7.734199182608142e-02,1.531469252673662e+00
-3.129205112194346e+01,-4.962810924557122e+01,1.238821642373198e+01,6.807492330849377e-02,-4.210455281238664e-01,-2.023675780639068e-01,1.611028475505779e+00
3.167110110543953e+01,-3.358818390034428e+01,7.473638019040227e+00,1.780405903745184e-01,-1.440155825023717e-01,-4.747228794736842e-01,1.040430398211084e+00
3.778325573691453e+01,2.042007863190431e+01,-4.316650395913041e+01,1.745883727266676e-01,-4.188964031824898e-02,-9.389962087552407e-02,1.279979591388246e+00
1.256112713556538e+01,3.386966615183741e+01,-3.387751094455520e+01,4.984658500297454e-01,-2.019596564868993e-01,-1.996219180045839e-01,1.155813635865140e+00
-1.093661144488506e+01,3.815765685755058e+01,1.854147758242398e+01,7.626992585532558e-02,3.856494369650925e-01,-1.868112714681734e-01,1.144344849113536e+00
4.673992539482737e+01,1.135849452058014e+01,2.537218939505418e+01,2.795345138594632e-01,2.763794678016443e-01,-1.651430668926539e-01,1.457575103946763e+00
-3.725516096485809e+01,-1.442184089631912e+01,-1.321703254331966e-01,-4.915494419476601e-01,-4.352462640494586e-01,6.727945878776663e-02,1.683038930726721e+00
1.929900272479548e+00,4.765207987606846e+01,4.592809188986794e+01,-3.565092919740588e-01,3.140960957881039e-01,-3.737603682378122e-01,1.141956557585837e+00
-3.878434847397528e+01,-7.533890828034743e+00,-1.973792757243703e+01,2.007625381472655e-03,-1.956622124045475e-01,4.850530824750119e-01,1.078277551139834e+00
-3.134668640549157e+01,-1.976675598427866e+01,-2.725976424976323e+01,-3.454088669772603e-01,4.090629610958771e-01,4.779957249263978e-01,1.934125646918139e+00
1.886204915555218e+01,-1.854174753418779e+01,-1.044021866048761e+01,3.178063131567768e-01,1.729867112509026e-01,3.897062530221378e-01,1.826256871142544e+00
2.353464930503354e+01,-4.371063271009740e+00,9.018945109054457e-01,-2.393954572543152e-01,-6.963445086079584e-02,-2.768567602641669e-02,1.404095251301348e+00
-2.569723746094132e+01,9.380567252573398e+00,4.949002891507065e+00,-1.434019163900900e-01,-4.748283308021653e-01,3.438220027725837e-01,1.858605709326735e+00
-1.702955759199761e+01,3.251462537421371e+01,4.334783170686539e+01,1.949668191363855e-02,-3.728831051683601e-01,-3.404943398371267e-01,1.674087814834941e+00
-4.616039216730489e+01,-3.629950749162960e+01,1.132126038791868e+01,2.216222844691911e-01,-4.964595772735728e-02,4.999142126039242e-01,1.539428597101676e+00
-3.730484350292339e+01,3.880865269397978e+01,-1.305647190545547e+01,3.610812006589594e-01,-1.533938235621009e-01,3.749812701312771e-01,1.121685743388574e+00
2.721860598104971e+01,-1.482459108731919e+01,2.149932272099981e+00,-4.785666298572188e-01,4.458495494833614e-01,-4.281671968960312e-01,1.378031454225086e+00
4.690265254318658e+01,4.181001048173545e+01,-2.666276326828326e+01,-1.994693246042356e-01,2.445298901746528e-01,-3.264795768859012e-01,1.820027357349185e+00
3.757250515277283e+01,-1.672686419784976e+01,-9.861541481156750e-01,4.078266409763863e-01,-2.947253197175050e-02,-3.976713665283315e-01,1.629448924972419e+00
4.163237328364973e+01,-3.928385212678609e+01,-3.307768484927840e+01,-4.557777373492324e-01,4.918633108548082e-01,3.456298990356800e-02,1.905303463761370e+00
-1.653761005635453e+01,-8.788734196821304e+00,-4.724830913013803e+01,-3.845587870353097e-01,2.568398531294794e-01,5.277020149196566e-02,1.136874583147873e+00
2.044265083405165e+01,1.250055825895774e+01,1.742146937748821e+00,1.737106207702678e-01,4.025781038466469e-02,2.515432004467426e-01,1.974241296283082e+00
-2.186479549684761e+01,4.226445206099537e+01,2.921524918855454e+01,-3.435655146845859e-01,-2.419102936673250e-01,-2.116161746933370e-01,1.064261125896248e+00
2.301121612659801e+01,-1.093579881331703e+01,1.973359265932498e+01,1.494986841243105e-01,-7.044695535594319e-03,3.625875724401575e-01,1.693720947342795e+00
-1.194850419990033e+00,-9.978248945207159e+00,1.002845468119168e+01,3.232881020430028e-01,3.066948218026291e-01,1.260136173506114e-01,1.938729315036316e+00
6.119691572898851e+00,-3.181823135412093e+01,-4.234910024597871e+01,-2.337759233850419e-01,3.033868227747449e-01,9.050993564666981e-02,1.939934697439864e+00
-1.550710440147565e+01,-1.602756963926230e+01,4.162604401913411e+01,1.284323333050483e-01,-2.328832408748235e-01,2.084446467908929e-01,1.784866818592356e+00
2.274470238372883e+00,4.957038815456851e+01,3.495563244372478e+01,-2.461763600626458e-01,-1.124590695151928e-01,4.283799483791947e-02,1.903322324577403e+00
3.791493835361530e+01,-9.154867180466399e+00,9.400394827071965e+00,-1.346851507335640e-01,3.025761292248334e-01,-3.039323183905257e-01,1.188602951443104e+00
1.059990073185920e+01,3.170899501170146e+01,-3.756383723437720e+01,-3.271943744495933e-01,-4.991348833444640e-01,-2.970638357025458e-01,1.439029702189858e+00
3.007309051533686e+01,2.898010925782343e+01,-1.231041964413272e+01,-3.521034279733015e-01,-3.645007642758922e-01,-2.068596070966898e-01,1.776328905381416e+00
-9.310578052326161e+00,-4.934308255729626e+01,6.029896018334731e+00,4.278224608638682e-01,4.984135116761334e-01,-8.967633248351757e-02,1.181646100795663e+00
-1.163810515549040e+01,4.517475347108844e+01,-4.132114581286338e+01,-2.335493237236714e-01,-1.414127712147562e-01,1.820116964296252e-01,1.631765525616596e+00
-3.361322988152655e+01,3.800809847537538e+01,3.248454844948844e+01,2.704343092204664e-01,2.001606764134525e-01,4.477007434980871e-01,1.943239934716020e+00
2.010785705111125e+01,-3.449222626532783e+01,-1.151180231989705e+01,5.277732133632306e-03,4.440830075702637e-01,2.612340360923912e-01,1.653174304241861e+00
-4.205957748204242e+01,-4.500659768302419e+01,-6.558980151571929e+00,-1.780176179071302e-02,-4.440405321077717e-01,4.906989326671967e-01,1.410020698518502e+00
-4.462237469060490e+01,-1.004355576519261e+01,9.343315155633238e+00,-5.967257932002887e-02,-1.458157382968340e-01,1.766352242119102e-01,1.706778096829903e+00
2.165108395046416e+01,-1.439858169056669e+01,-1.648672565629070e+01,3.739348490560895e-01,-2.632737023467153e-01,-3.410879009214107e-01,1.644369157796898e+00
4.382661017832652e+01,-3.958146603870954e+01,9.230787933213518e+00,1.379127667467394e-01,-2.427502500709056e-01,4.698787284880190e-01,1.143190498996149e+00
-3.008580931208204e+01,2.339676364877138e+01,2.936234833619786e+01,-2.190849998155574e-01,2.854871930125648e-01,-2.741319876051606e-01,1.763113238272775e+00
3.454048577182373e+01,-2.822571599561857e+01,-3.242180563130169e+01,3.958196401372259e-01,1.175895448317142e-01,2.648007361673255e-01,1.336147060774335e+00
4.736192594504021e+01,-5.556321133413795e+00,-4.582601550651902e+01,1.845452969357138e-01,3.000828804573106e-01,-1.185312203395470e-01,1.558480145669766e+00
-4.584538608566837e+01,4.185081630327594e+00,-2.942461130482805e+01,4.736961523175006e-01,1.469937211944967e-01,2.904583950957045e-01,1.611608918575388e+00
4.002992333352316e+01,2.602516224118262e+01,2.553110597794085e+01,-3.944237721539379e-01,-8.550112408200075e-03,5.116422076515710e-02,1.386491228074995e+00
-2.268790823787361e+01,2.819682249829328e+01,-3.521681500954517e+01,-3.816162589111430e-01,4.935991777515105e-01,-1.772615977213223e-01,1.014203381265608e+00
